11|Yêu Đương Khó Quá Thì Chạy Về Khóc Với Anh|ERIK|https://www.nhaccuatui.com/bai-hat/yeu-duong-kho-qua-thi-chay-ve-khoc-voi-anh-erik.B6rEC4ZEO7oD.html|Nguyễn Phúc Thiện|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
12|Chạy Về Nơi Phía Anh|Khắc Việt|https://www.nhaccuatui.com/bai-hat/chay-ve-noi-phia-anh-khac-viet.K50N4xtWe5y4.html|Khắc Việt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
13|Mẹ Em Nhắc Anh|Orange|https://www.nhaccuatui.com/bai-hat/me-em-nhac-anh-orange-ft-hamlet-truong.JbIyx2utqiFq.html|Hamlet Trương|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
14|See Tình|Hoàng Thùy Linh|https://www.nhaccuatui.com/bai-hat/see-tinh-hoang-thuy-linh.FacSqbcPGZAl.html|Chưa có|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
15|Cổ Tích|JSOL|https://www.nhaccuatui.com/bai-hat/co-tich-jsol.2zIY6Qtg83n4.html|Khắc Hưng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|Yêu Em Hơn Mỗi Ngày|Andiez|https://www.nhaccuatui.com/bai-hat/yeu-em-hon-moi-ngay-andiez.pIoFBkhDBqiw.html|Andiez|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|Ngày Đầu Tiên|Đức Phúc|https://www.nhaccuatui.com/bai-hat/ngay-dau-tien-duc-phuc.YhHm3pfxcuKQ.html|Khắc Hưng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
18|Thuyền Hoa Buồn|Kaisoul|https://www.nhaccuatui.com/bai-hat/thuyen-hoa-buon-kaisoul-ft-juliank.4tJsaiAINoyy.html|Kaisoul, Julian.K|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
19|Chúc Em Luôn Bình Yên|Dilan Vũ|https://www.nhaccuatui.com/bai-hat/chuc-em-luon-binh-yen-dilan-vu.4wvWSNfWj3MZ.html|Dilan Vũ|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20|Đau Nhất Là Lặng Im|ERIK|https://www.nhaccuatui.com/bai-hat/dau-nhat-la-lang-im-erik.I3zzE3c05UZH.html|Chưa có|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21|Chân Mây|K-ICM|https://www.nhaccuatui.com/bai-hat/chan-may-k-icm-ft-phuong-thanh.AKmdGMySNa1s.html|K-ICM|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22|Và Ngày Nào Đó|Studio Party|https://www.nhaccuatui.com/bai-hat/va-ngay-nao-do-studio-party-ft-quang-trung-ft-vu-thao-my.Y8JTjRN8ax1h.html|Lê Phương|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
23|Tấm Lòng Son|H-Kray|https://www.nhaccuatui.com/bai-hat/tam-long-son-h-kray.PehXmwkfvWZ6.html|H-Kray, Huỳnh Chương|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
24|Ngày Mưa|DMYB|https://www.nhaccuatui.com/bai-hat/ngay-mua-dmyb-ft-wack.Lrqlw9CdKFOB.html|Chưa có|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
25|Nếu Không Gì Thay Đổi|The Fillin|https://www.nhaccuatui.com/bai-hat/neu-khong-gi-thay-doi-the-fillin-ft-changg.R3XErLROk2Mf.html|The Fillin, Changg|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
26|Bây Giờ Sao Dám Yêu Ai|Yuki Huy Nam|https://www.nhaccuatui.com/bai-hat/bay-gio-sao-dam-yeu-ai-yuki-huy-nam-ft-truong-nhung.vBvZypUIbL5Q.html|Yuki Huy Nam|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27|Hàng Xóm|Anh Tú|https://www.nhaccuatui.com/bai-hat/hang-xom-anh-tu-ft-lyly.O9SA0VjunpXm.html|Lyly|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
28|Chuỗi Tháng Ngày Nước Mắt|Đào Ngọc Sang|https://www.nhaccuatui.com/bai-hat/chuoi-thang-ngay-nuoc-mat-dao-ngoc-sang.Ug3UlC1K9gBu.html|Tường Quân|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29|Trò Chơi Thua Cuộc|JGKiD (Da LAB)|https://www.nhaccuatui.com/bai-hat/tro-choi-thua-cuoc-jgkid-da-lab.gtP1xOX6dWXz.html|JGKiD (Da LAB)|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
30|Chỉ Là Tình Nhân|Yuki Huy Nam|https://www.nhaccuatui.com/bai-hat/chi-la-tinh-nhan-yuki-huy-nam-ft-truong-ngoc-my.nTrFBUEXyNr7.html|Yuki Huy Nam|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|Hoa Tàn Tình Tan|Giang Jolee|https://www.nhaccuatui.com/bai-hat/hoa-tan-tinh-tan-giang-jolee.zXk1DPKNei1T.html|Ngô Mạnh Thắng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
32|Tháng Tư Về|Hiền Thục|https://www.nhaccuatui.com/bai-hat/thang-tu-ve-hien-thuc.cRZi26sslZ5n.html|Phúc Trường|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
33|10s Nói Thật|Phương Anh|https://www.nhaccuatui.com/bai-hat/10s-noi-that-phuong-anh.qOfQv1V5e01n.html|Phương Anh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
34|Hãy Để Chúng Ta Được Có Thêm Thời Gian|Haisam|https://www.nhaccuatui.com/bai-hat/hay-de-chung-ta-duoc-co-them-thoi-gian-haisam-ft-tez.gIEjtIniJqbW.html|Haisam, Tez|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
35|Vì Một Người|KHOA|https://www.nhaccuatui.com/bai-hat/vi-mot-nguoi-khoa.BlKbrB9LRpfI.html|KHOA, Bảo Kun|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
36|Tìm Được Nhau Khó Thế Nào (Original Movie Soundtrack From "Chìa Khóa Trăm Tỷ”)|Anh Tú|https://www.nhaccuatui.com/bai-hat/tim-duoc-nhau-kho-the-nao-original-movie-soundtrack-from-chia-khoa-tram-ty-anh-tu.8R2wA48WhxIE.html|Bùi Công Nam|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
37|Yêu Mình Anh Không?|SuperC|https://www.nhaccuatui.com/bai-hat/yeu-minh-anh-khong-superc-ft-trung-tran.AwspYMqADBY9.html|SuperC, Trung Trần|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
38|Cả Cuộc Đời Tìm Em|NQP|https://www.nhaccuatui.com/bai-hat/ca-cuoc-doi-tim-em-nqp.6xqBSAQ2UXiS.html|NQP|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
39|Chợt Thấy Em Buồn (Theme Song From "Ranh Giới Gia Tộc”)|Đỗ Minh Quân|https://www.nhaccuatui.com/bai-hat/chot-thay-em-buon-theme-song-from-ranh-gioi-gia-toc-do-minh-quan.faMRWM363QWG.html|Dickson Nguyen|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
40|Khắc Hoạ|NIT|https://www.nhaccuatui.com/bai-hat/khac-hoa-nit.RGmQym4NBhyf.html|NIT, Sing|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
41|Cho Anh Xin Lỗi Được Không|Thành Đạt|https://www.nhaccuatui.com/bai-hat/cho-anh-xin-loi-duoc-khong-thanh-dat.ZHnX3P15qKpR.html|Đông Thiên Đức|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
42|Chẳng Còn Gì Trong Em|Đào Ngọc Sang|https://www.nhaccuatui.com/bai-hat/chang-con-gi-trong-em-dao-ngoc-sang.AURiVW3ZR9i4.html|DC Tâm|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
43|Ước Mơ Của Mẹ|Quân A.P|https://www.nhaccuatui.com/bai-hat/uoc-mo-cua-me-quan-ap.uhBWqFvk50n5.html|Hứa Kim Tuyền|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
44|Bảy Anh Em|Minh Huy|https://www.nhaccuatui.com/bai-hat/bay-anh-em-minh-huy-ft-pjnboys-ft-phuc-hop-hood.7rRiFpUfOnGy.html|Minh Huy, Pjnboys, Phức Hợp Hood|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
45|Hát Cho Mình Em Nghe|Minh|https://www.nhaccuatui.com/bai-hat/hat-cho-minh-em-nghe-minh.tJ4Z5obUWHKO.html|Minh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
46|Hẹn Em Khi Hoa Chưa Tàn|Tuấn Hii|https://www.nhaccuatui.com/bai-hat/hen-em-khi-hoa-chua-tan-tuan-hii.sQv4mgml6KRf.html|Kim Kim Gà|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
47|Đợi Anh Đợi Đến Bao Giờ|Yuki Huy Nam|https://www.nhaccuatui.com/bai-hat/doi-anh-doi-den-bao-gio-yuki-huy-nam-ft-truong-ngoc-my.ApzoOsZkTQLh.html|Yuki Huy Nam|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
48|Tình Đã Đầy Một Tim|Huyền Tâm Môn|https://www.nhaccuatui.com/bai-hat/tinh-da-day-mot-tim-huyen-tam-mon.nTHuF0sRnOXY.html|Huyền Tâm Môn|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
49|SKYLINE|Da LAB|https://www.nhaccuatui.com/bai-hat/skyline-da-lab-ft-rhymastic.d9wWRwVLqDOK.html|Da LAB, Rhymastic|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
50|Anh Có Thể Đừng Rời Xa Em Được Không?|Đặng Thanh Tuyền|https://www.nhaccuatui.com/bai-hat/anh-co-the-dung-roi-xa-em-duoc-khong-dang-thanh-tuyen.SSOKjhOIYrd3.html|Nhạc Hoa Lời Việt, Đặng Thanh Tuyền|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
51|Chill Đi Em|TIA|https://www.nhaccuatui.com/bai-hat/chill-di-em-tia-ft-blacka.N2c4a1NzQkQa.html|TIA, Blacka|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
52|Nói Em Biết|Linh Vam|https://www.nhaccuatui.com/bai-hat/noi-em-biet-linh-vam-ft-kirosd.CxrlRNJzSqGv.html|Linh Vam, KirosD|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
53|Mê|Hoàng Duyên|https://www.nhaccuatui.com/bai-hat/me-hoang-duyen.CxQRd9RfWqRh.html|Hoàng Duyên|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
54|Máy Bận|SAMBI|https://www.nhaccuatui.com/bai-hat/may-ban-sambi.G8dzaTpvCTGy.html|Khắc Hưng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
55|Yêu Như Chiến Tranh|Bảo Uyên|https://www.nhaccuatui.com/bai-hat/yeu-nhu-chien-tranh-bao-uyen-ft-jay-kem.5GRGsm5qEmSE.html|Chưa có|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
56|Có Em Là Đủ|Will|https://www.nhaccuatui.com/bai-hat/co-em-la-du-will.uEQwJVrSTOuG.html|RedT, Mai Chí Công|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
57|Buộc Phải Lặng Im|Khắc Minh|https://www.nhaccuatui.com/bai-hat/buoc-phai-lang-im-khac-minh.QvZZghXmqBqu.html|Nguyễn Đình Vũ|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
58|Bắt Cá Không Anh|Minh Hằng|https://www.nhaccuatui.com/bai-hat/bat-ca-khong-anh-minh-hang.5WcNVXRZ8Cmj.html|Đỗ Hiếu|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
59|Tệ Bạc|Phạm Hoàng Duy|https://www.nhaccuatui.com/bai-hat/te-bac-pham-hoang-duy-ft-thai-tuyet-tram.7o8HdxVEUam3.html|Phạm Hoàng Duy|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
60|Hôm Nay Tôi Buồn|Bảo Anh|https://www.nhaccuatui.com/bai-hat/hom-nay-toi-buon-bao-anh.5sWxs5lYuI6x.html|Phùng Khánh Linh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
61|Em Không Khóc|Bùi Trường Linh|https://www.nhaccuatui.com/bai-hat/em-khong-khoc-bui-truong-linh-ft-vu-phung-tien.9NYc12IdYNsG.html|Bùi Trường Linh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
62|Quay Lưng Lại Đã Là Hai Vùng Trời|Phúc|https://www.nhaccuatui.com/bai-hat/quay-lung-lai-da-la-hai-vung-troi-phuc.e3rz6VuRIVcQ.html|Phúc|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
63|Chớm Đông|Orin|https://www.nhaccuatui.com/bai-hat/chom-dong-orin-ft-trungg-iu-ft-anh-khoa.JairHvCf2GQa.html|Trungg IU|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
64|Kết.|Lê Thiện Hiếu|https://www.nhaccuatui.com/bai-hat/ket-le-thien-hieu.T0AgMlDJSM69.html|Lê Thiện Hiếu|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
65|Yêu Đơn Phương Là Gì? (Prod By Xám)|h0n|https://www.nhaccuatui.com/bai-hat/yeu-don-phuong-la-gi-prod-by-xam-h0n.4Elt2JksZwPd.html|h0n|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
66|Ngơ Ngác|Gemini Band|https://www.nhaccuatui.com/bai-hat/ngo-ngac-gemini-band.vsXone23R1qe.html|Bảo Trân (Gemini)|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
67|Ngày Tình Nhân|Xesi|https://www.nhaccuatui.com/bai-hat/ngay-tinh-nhan-xesi-ft-tri.aMsIdoT09g1Q.html|Xesi|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
68|Một Ngày Tôi Quên Hết|Hứa Kim Tuyền|https://www.nhaccuatui.com/bai-hat/mot-ngay-toi-quen-het-hua-kim-tuyen-ft-cam-van-ft-cece-truong.iW4LHG3MRImV.html|Hứa Kim Tuyền|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
69|Má Con Anh|DANHKA|https://www.nhaccuatui.com/bai-hat/ma-con-anh-danhka.VJ1GmEYLKYWx.html|DANHKA|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
70|Yêu Đến Nát Lòng|Khánh Đơn|https://www.nhaccuatui.com/bai-hat/yeu-den-nat-long-khanh-don.utBHwEc7tO07.html|Khánh Đơn|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
71|OK Em Buồn|Hoàng Yến Chibi|https://www.nhaccuatui.com/bai-hat/ok-em-buon-hoang-yen-chibi-ft-du-quoc-vuong.gOqY8g7TMYgM.html|Hoàng Yến Chibi|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
72|Thế Giới Bé Lắm|Khánh Trung|https://www.nhaccuatui.com/bai-hat/the-gioi-be-lam-khanh-trung.WWmfcwNfRz09.html|Khánh Đơn|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
73|Những Yêu Thương Này|Bozitt|https://www.nhaccuatui.com/bai-hat/nhung-yeu-thuong-nay-bozitt.M2db6ez84C5E.html|Bozitt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
74|5am|Kai Đinh|https://www.nhaccuatui.com/bai-hat/5am-kai-dinh.FXUhIakpkjno.html|Kai Đinh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
75|Em Đã Khác Và Anh Đã Khác|Seachains|https://www.nhaccuatui.com/bai-hat/em-da-khac-va-anh-da-khac-seachains-ft-vu-khanh-duong.4ZiIFEs0rnIk.html|Nguyễn Quốc Đạt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
76|cần nhất thì người biến mất|Quinn Hiền Mai|https://www.nhaccuatui.com/bai-hat/can-nhat-thi-nguoi-bien-mat-quinn-hien-mai.OCGlWsMdvOVs.html|Nguyễn Hải Minh Cơ|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
77|Vẫn Thế (Rừng Việt Nam)|Thịnh Suy|https://www.nhaccuatui.com/bai-hat/van-the-rung-viet-nam-thinh-suy.b6LSwSzYvgZR.html|Thịnh Suy|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
78|Kẻ Dại Khờ|SONH|https://www.nhaccuatui.com/bai-hat/ke-dai-kho-sonh.ErC8ppQaJQT0.html|SONH|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
79|Bóng Quê Nhà|Lâm Nguyên|https://www.nhaccuatui.com/bai-hat/bong-que-nha-lam-nguyen.tI6zpDByI9NC.html|Lâm Nguyên|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
80|Có Em Bên Đời|Hồ Văn Quý|https://www.nhaccuatui.com/bai-hat/co-em-ben-doi-ho-van-quy-ft-namduc.iMB6rxqfxnYE.html|Hồ Văn Quý, NamDuc|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
81|Sau Cách Ly|JayM|https://www.nhaccuatui.com/bai-hat/sau-cach-ly-jaym-ft-dien.VznULZcJrAlh.html|Chưa có|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
82|Missing You|Vũ Thanh Vân|https://www.nhaccuatui.com/bai-hat/missing-you-vu-thanh-van.4PGDtJtj9aZH.html|Vũ Thanh Vân|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
83|Gặp May|Wren Evans|https://www.nhaccuatui.com/bai-hat/gap-may-wren-evans.Gti4yd3XGlxK.html|Wren Evans|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
84|Cảm Ơn Em|CzEight|https://www.nhaccuatui.com/bai-hat/cam-on-em-czeight.LhtdsauCFSjq.html|CzEight|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
85|How|Hoàng Thống|https://www.nhaccuatui.com/bai-hat/how-hoang-thong.YvCSKawG5728.html|Hoàng Thống|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
86|mình yêu đến đây thôi|Kai Đinh|https://www.nhaccuatui.com/bai-hat/minh-yeu-den-day-thoi-kai-dinh-ft-sivan.SSn5AGJOVHen.html|Kai Đinh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
87|Chia Tay Liệu Có Dễ|UMIE|https://www.nhaccuatui.com/bai-hat/chia-tay-lieu-co-de-umie.RpMzsuHS4Gyk.html|UMIE|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88|Mặt Trời Của Em (MoodShow The 3rd Show)|Bảo Anh|https://www.nhaccuatui.com/bai-hat/mat-troi-cua-em-moodshow-the-3rd-show-bao-anh.B7nyPVC4iziL.html|Kai Đinh, JustaTee|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89|Bạn Không Hiểu Tôi|Hoàng Văn Sáng|https://www.nhaccuatui.com/bai-hat/ban-khong-hieu-toi-hoang-van-sang.TMYIxSeIuZu2.html|Nhật Chan, Hoàng Văn Sáng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90|thế hệ tan vỡ (solo version)|Kai Đinh|https://www.nhaccuatui.com/bai-hat/the-he-tan-vo-solo-version-kai-dinh.H1b5a3XSCVxG.html|Kai Đinh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
91|đừng xa anh|Kai Đinh|https://www.nhaccuatui.com/bai-hat/dung-xa-anh-kai-dinh.RDc1PBxeEsL1.html|Kai Đinh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92|Xem Như Tôi Từng Cưới Được Cô Ấy|Đặng Thanh Tuyền|https://www.nhaccuatui.com/bai-hat/xem-nhu-toi-tung-cuoi-duoc-co-ay-dang-thanh-tuyen.6OccbDiaUZwH.html|Đặng Thanh Tuyền|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
93|Nếu Ta Không Gặp Nhau|Thanh Hà|https://www.nhaccuatui.com/bai-hat/neu-ta-khong-gap-nhau-thanh-ha.cWXNK3jg39aE.html|Nguyễn Minh Cường|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
94|Người Dành Riêng Cho Em|Gemini Band|https://www.nhaccuatui.com/bai-hat/nguoi-danh-rieng-cho-em-gemini-band.7VOpVE5r0SXH.html|Bảo Trân (Gemini)|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
95|Chân Tình|Studio Party|https://www.nhaccuatui.com/bai-hat/chan-tinh-studio-party-ft-quang-trung.qKqCGsaSK8dU.html|Trần Lê Quỳnh|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
96|Chạy Về Nơi Phía Anh|Khánh Phương|https://www.nhaccuatui.com/bai-hat/chay-ve-noi-phia-anh-khanh-phuong.knpL09LXKSKJ.html|Khắc Việt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
97|Yêu Sai Duyên|Phan Huy Thành|https://www.nhaccuatui.com/bai-hat/yeu-sai-duyen-phan-huy-thanh.PjmXLCTUf5pa.html|Phan Huy Thành|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
98|Em Vui Áo Hoa|Khánh Đơn|https://www.nhaccuatui.com/bai-hat/em-vui-ao-hoa-khanh-don.pVEYF7FmYcmZ.html|Khánh Đơn|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
99|Chắc Anh Có Yêu Em|Khải Đăng|https://www.nhaccuatui.com/bai-hat/chac-anh-co-yeu-em-khai-dang-ft-ribi-sachi.jlryQ3f2FiAi.html|Phạm Khánh Hưng|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
100|Có Nhau Từ Đây|Nguyễn Phi Hùng|https://www.nhaccuatui.com/bai-hat/co-nhau-tu-day-nguyen-phi-hung.UbuNAkWJNT7K.html|Hoàng Luân|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
101|Em Thật Gần|GemD|https://www.nhaccuatui.com/bai-hat/em-that-gan-gemd.IzAxUCOuf4Q2.html|GemD|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102|Một Chút|Thịnh T.O.P|https://www.nhaccuatui.com/bai-hat/mot-chut-thinh-top.w7WuJ9TpAQuV.html|Trần Lâm Nguyên|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
103|Tình Chết Trong Hững Hờ|Lệ Quyên|https://www.nhaccuatui.com/bai-hat/tinh-chet-trong-hung-ho-le-quyen.3qcgt8avVILa.html|Hùng Quân|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
104|Bước Chân Du Sĩ|Vân Du|https://www.nhaccuatui.com/bai-hat/buoc-chan-du-si-van-du-ft-hai-luu.PbEQOrant2a9.html|Hải Lưu|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
105|Em Không Lẻ Loi|JustaTee|https://www.nhaccuatui.com/bai-hat/em-khong-le-loi-justatee.DSIionFA1PWF.html|JustaTee|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
106|Thương Người Không Thương|Phát Huy T4|https://www.nhaccuatui.com/bai-hat/thuong-nguoi-khong-thuong-phat-huy-t4.3Ki08cttqwNS.html|Phát Huy T4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
